3,1,100.16,546.24,82.68,249.94,1,-1,-1,-1
3,2,373.01,410.19,82.92,236.69,1,-1,-1,-1
3,3,677.81,292.00,58.38,123.81,1,-1,-1,-1
3,4,1729.75,455.06,77.10,222.30,1,-1,-1,-1
3,5,705.57,4.00,54.81,149.42,1,-1,-1,-1
3,6,685.09,203.28,82.40,119.72,1,-1,-1,-1
3,7,413.67,95.06,53.95,164.75,1,-1,-1,-1
3,8,218.41,118.64,50.85,171.85,1,-1,-1,-1
3,9,289.17,132.30,49.53,159.75,1,-1,-1,-1
3,10,1044.48,129.74,66.90,184.75,1,-1,-1,-1
3,11,1096.25,208.88,62.08,177.18,1,-1,-1,-1
3,12,793.31,147.19,61.69,176.88,1,-1,-1,-1
3,13,543.42,145.70,60.40,182.12,1,-1,-1,-1
3,14,1361.24,561.58,103.98,254.90,1,-1,-1,-1
3,15,1632.15,263.13,64.27,182.49,1,-1,-1,-1
3,16,1445.20,248.58,59.73,169.07,1,-1,-1,-1
3,17,360.80,104.00,48.81,167.42,1,-1,-1,-1
3,18,1486.42,71.82,53.17,141.77,1,-1,-1,-1
3,19,1792.38,208.51,69.50,183.04,1,-1,-1,-1
3,20,225.40,401.50,59.70,190.88,1,-1,-1,-1
3,21,909.45,129.00,51.98,164.71,1,-1,-1,-1
3,22,465.14,82.00,53.66,173.12,1,-1,-1,-1
3,23,634.90,749.94,105.01,270.42,1,-1,-1,-1
3,24,875.54,127.07,59.72,172.33,1,-1,-1,-1
3,25,1033.93,-0.00,51.01,80.82,1,-1,-1,-1
3,26,1201.25,30.71,66.62,120.63,1,-1,-1,-1
3,27,536.24,61.20,52.79,170.87,1,-1,-1,-1
3,28,503.95,129.65,55.23,171.35,1,-1,-1,-1
3,29,250.86,365.62,69.66,221.83,1,-1,-1,-1
3,30,1098.24,976.74,85.67,102.44,1,-1,-1,-1
3,31,1412.58,193.60,54.41,184.12,1,-1,-1,-1
3,32,335.44,80.94,39.22,178.34,1,-1,-1,-1
3,33,1003.83,-0.18,38.24,76.37,1,-1,-1,-1
3,34,1215.22,0.00,64.50,131.93,1,-1,-1,-1
3,35,487.26,36.12,55.67,168.12,1,-1,-1,-1
3,36,-0.12,889.39,44.31,189.61,1,-1,-1,-1
3,37,259.47,81.07,51.67,195.11,1,-1,-1,-1
3,38,1550.38,252.19,70.22,213.25,1,-1,-1,-1
4,1,99.25,546.70,82.43,249.20,1,-1,-1,-1
4,2,373.76,407.87,83.83,239.34,1,-1,-1,-1
4,3,677.25,292.00,58.82,124.78,1,-1,-1,-1
4,4,1729.24,454.42,76.92,221.70,1,-1,-1,-1
4,5,705.85,4.00,54.87,149.60,1,-1,-1,-1
4,6,685.50,203.96,81.38,118.34,1,-1,-1,-1
4,7,414.40,94.41,53.69,163.98,1,-1,-1,-1
4,8,219.05,118.08,50.89,171.95,1,-1,-1,-1
4,9,288.83,130.51,50.80,163.87,1,-1,-1,-1
4,10,1044.37,129.29,67.45,186.35,1,-1,-1,-1
4,11,1091.73,211.83,61.42,175.24,1,-1,-1,-1
4,12,793.26,146.91,61.59,176.51,1,-1,-1,-1
4,13,542.67,146.30,60.30,181.80,1,-1,-1,-1
4,14,1360.96,560.70,103.29,253.25,1,-1,-1,-1
4,15,1631.25,262.11,64.11,182.01,1,-1,-1,-1
4,16,1444.79,248.40,59.79,169.20,1,-1,-1,-1
4,17,360.53,104.00,48.85,167.60,1,-1,-1,-1
4,18,1486.58,71.42,53.53,142.75,1,-1,-1,-1
4,19,1794.46,208.03,70.29,185.15,1,-1,-1,-1
4,20,223.50,397.03,61.52,196.55,1,-1,-1,-1
4,21,909.45,131.39,52.30,165.65,1,-1,-1,-1
4,22,467.90,72.11,54.60,175.92,1,-1,-1,-1
4,23,634.64,749.21,105.14,270.69,1,-1,-1,-1
4,24,876.65,127.53,60.33,174.03,1,-1,-1,-1
4,25,1035.59,-0.00,49.59,78.58,1,-1,-1,-1
4,26,1201.91,29.93,66.76,120.86,1,-1,-1,-1
4,27,535.56,61.59,53.22,172.31,1,-1,-1,-1
4,28,503.89,131.59,54.73,169.70,1,-1,-1,-1
4,29,251.95,361.82,70.50,224.69,1,-1,-1,-1
4,30,1101.03,975.76,86.56,103.56,1,-1,-1,-1
4,31,1411.36,191.72,53.90,182.41,1,-1,-1,-1
4,32,335.93,80.22,40.00,181.88,1,-1,-1,-1
4,33,1003.06,-0.34,38.55,76.92,1,-1,-1,-1
4,34,1215.32,0.00,65.19,133.32,1,-1,-1,-1
4,35,487.66,35.80,55.01,166.13,1,-1,-1,-1
4,36,-0.04,887.03,44.86,191.97,1,-1,-1,-1
4,37,258.18,81.37,52.17,196.75,1,-1,-1,-1
4,38,1552.39,251.31,67.87,206.25,1,-1,-1,-1
5,1,99.59,546.34,82.52,249.42,1,-1,-1,-1
5,2,374.28,406.36,84.39,241.03,1,-1,-1,-1
5,3,677.41,291.47,58.76,124.67,1,-1,-1,-1
5,4,1728.86,453.65,77.03,221.90,1,-1,-1,-1
5,5,704.98,4.00,56.34,153.65,1,-1,-1,-1
5,6,685.24,204.28,81.33,118.28,1,-1,-1,-1
5,7,413.95,91.01,54.02,165.03,1,-1,-1,-1
5,8,219.36,117.30,50.76,171.45,1,-1,-1,-1
5,9,289.05,128.79,51.11,164.91,1,-1,-1,-1
5,10,1044.86,129.53,67.08,185.41,1,-1,-1,-1
5,11,1086.29,212.85,61.69,175.60,1,-1,-1,-1
5,12,792.96,147.29,61.60,176.42,1,-1,-1,-1
5,13,541.99,146.62,59.91,180.54,1,-1,-1,-1
5,14,1360.65,561.47,102.97,252.51,1,-1,-1,-1
5,15,1629.63,261.12,63.72,180.86,1,-1,-1,-1
5,16,1444.61,248.37,59.21,167.55,1,-1,-1,-1
5,17,360.00,103.47,49.14,168.67,1,-1,-1,-1
5,18,1486.83,71.28,53.84,143.58,1,-1,-1,-1
5,19,1795.44,206.78,71.44,188.25,1,-1,-1,-1
5,20,221.27,390.72,64.10,204.87,1,-1,-1,-1
5,21,910.48,130.94,52.05,164.85,1,-1,-1,-1
5,22,469.14,67.89,55.01,177.25,1,-1,-1,-1
5,23,634.78,749.43,104.72,269.57,1,-1,-1,-1
5,24,875.95,127.83,60.89,175.74,1,-1,-1,-1
5,25,1035.16,0.00,49.41,78.20,1,-1,-1,-1
5,26,1201.84,30.77,65.87,119.21,1,-1,-1,-1
5,27,535.70,61.18,52.55,169.90,1,-1,-1,-1
5,28,503.90,132.42,54.50,168.89,1,-1,-1,-1
5,29,252.18,359.75,70.31,224.26,1,-1,-1,-1
5,30,1104.35,974.39,87.76,105.05,1,-1,-1,-1
5,31,1410.88,190.76,54.28,183.77,1,-1,-1,-1
5,32,335.50,79.90,40.39,183.73,1,-1,-1,-1
5,33,1003.41,-0.46,38.95,77.69,1,-1,-1,-1
5,34,1214.81,0.00,64.88,132.71,1,-1,-1,-1
5,35,487.84,36.15,54.75,165.39,1,-1,-1,-1
5,36,0.31,886.44,45.01,192.56,1,-1,-1,-1
5,37,256.37,82.43,52.65,198.87,1,-1,-1,-1
5,38,1551.06,249.43,67.26,204.40,1,-1,-1,-1
6,1,99.74,546.58,82.57,249.51,1,-1,-1,-1
6,2,374.28,404.68,84.85,242.43,1,-1,-1,-1
6,3,677.24,291.63,58.32,123.78,1,-1,-1,-1
6,4,1727.82,453.25,76.93,221.51,1,-1,-1,-1
6,5,704.81,4.00,56.96,155.40,1,-1,-1,-1
6,6,685.22,204.48,81.54,118.62,1,-1,-1,-1
6,7,413.75,89.26,54.13,165.44,1,-1,-1,-1
6,8,218.85,116.88,51.16,172.88,1,-1,-1,-1
6,9,289.09,128.36,51.38,165.85,1,-1,-1,-1
6,10,1044.60,130.41,66.98,184.98,1,-1,-1,-1
6,11,1080.62,212.93,62.55,177.44,1,-1,-1,-1
6,12,792.58,147.46,61.61,176.40,1,-1,-1,-1
6,13,540.60,146.04,60.52,182.37,1,-1,-1,-1
6,14,1360.96,561.44,102.79,252.06,1,-1,-1,-1
6,15,1628.21,261.42,63.70,180.79,1,-1,-1,-1
6,16,1444.20,251.63,57.15,161.54,1,-1,-1,-1
6,17,359.69,101.97,49.73,170.84,1,-1,-1,-1
6,18,1486.76,71.23,53.96,143.95,1,-1,-1,-1
6,19,1797.27,207.39,71.28,187.85,1,-1,-1,-1
6,20,219.81,387.16,65.50,209.55,1,-1,-1,-1
6,21,911.76,131.79,52.14,165.23,1,-1,-1,-1
6,22,472.02,59.20,54.98,177.07,1,-1,-1,-1
6,23,635.35,750.39,103.95,267.61,1,-1,-1,-1
6,24,877.15,128.48,60.77,175.35,1,-1,-1,-1
6,25,1036.15,0.00,48.81,77.06,1,-1,-1,-1
6,26,1204.12,34.01,63.66,115.06,1,-1,-1,-1
6,27,535.33,61.38,53.06,171.57,1,-1,-1,-1
6,28,503.51,132.94,54.76,169.60,1,-1,-1,-1
6,29,246.86,358.21,71.18,227.02,1,-1,-1,-1
6,30,1107.14,974.10,88.05,105.44,1,-1,-1,-1
6,31,1409.82,189.29,54.34,184.00,1,-1,-1,-1
6,32,335.30,80.13,40.49,184.22,1,-1,-1,-1
6,33,1002.99,0.83,37.98,75.84,1,-1,-1,-1
6,34,1215.21,0.00,65.09,133.18,1,-1,-1,-1
6,35,487.57,37.10,55.40,167.48,1,-1,-1,-1
6,36,0.74,886.42,45.04,192.58,1,-1,-1,-1
6,37,255.76,80.36,52.12,197.08,1,-1,-1,-1
6,38,1550.03,246.96,66.75,202.95,1,-1,-1,-1
7,1,99.89,546.72,82.47,249.18,1,-1,-1,-1
7,2,375.11,403.25,84.63,241.87,1,-1,-1,-1
7,3,677.13,292.09,58.09,123.27,1,-1,-1,-1
7,4,1727.55,454.86,76.48,220.15,1,-1,-1,-1
7,5,704.94,4.00,57.22,156.14,1,-1,-1,-1
7,6,685.67,204.24,81.13,118.09,1,-1,-1,-1
7,7,414.08,88.53,54.07,165.29,1,-1,-1,-1
7,8,218.26,119.87,49.44,166.96,1,-1,-1,-1
7,9,289.05,128.10,51.32,165.70,1,-1,-1,-1
7,10,1043.97,130.18,66.72,184.37,1,-1,-1,-1
7,11,1074.46,212.28,63.58,179.61,1,-1,-1,-1
7,12,792.48,147.93,61.36,175.66,1,-1,-1,-1
7,13,538.94,145.00,61.04,183.83,1,-1,-1,-1
7,14,1361.15,561.43,102.66,251.75,1,-1,-1,-1
7,15,1626.45,261.21,63.57,180.39,1,-1,-1,-1
7,16,1440.93,250.58,57.77,163.12,1,-1,-1,-1
7,17,359.77,102.11,49.57,170.38,1,-1,-1,-1
7,18,1486.80,71.20,53.90,143.80,1,-1,-1,-1
7,19,1799.34,208.48,70.79,186.56,1,-1,-1,-1
7,20,218.97,385.60,65.50,209.68,1,-1,-1,-1
7,21,913.29,133.10,52.18,165.43,1,-1,-1,-1
7,22,473.38,54.28,54.95,176.88,1,-1,-1,-1
7,23,635.17,749.86,104.17,268.17,1,-1,-1,-1
7,24,877.59,129.27,60.57,174.77,1,-1,-1,-1
7,25,1036.52,0.00,48.43,76.35,1,-1,-1,-1
7,26,1204.16,34.04,64.13,115.87,1,-1,-1,-1
7,27,535.31,61.50,52.97,171.17,1,-1,-1,-1
7,28,503.00,131.64,55.84,172.92,1,-1,-1,-1
7,29,245.70,355.77,71.02,226.60,1,-1,-1,-1
7,30,1110.69,973.92,88.27,105.70,1,-1,-1,-1
7,31,1409.21,189.30,52.13,176.33,1,-1,-1,-1
7,32,335.48,79.90,40.31,183.41,1,-1,-1,-1
7,33,1002.99,0.42,38.20,76.30,1,-1,-1,-1
7,34,1215.83,0.00,64.49,131.98,1,-1,-1,-1
7,35,487.88,36.97,55.22,166.98,1,-1,-1,-1
7,36,0.69,885.25,45.32,193.75,1,-1,-1,-1
7,37,255.32,80.99,51.51,195.00,1,-1,-1,-1
7,38,1549.19,246.12,66.49,202.21,1,-1,-1,-1
8,1,99.94,546.50,82.51,249.28,1,-1,-1,-1
8,2,375.87,402.28,84.39,241.19,1,-1,-1,-1
8,3,677.17,291.77,58.37,123.87,1,-1,-1,-1
8,4,1726.62,454.96,75.30,216.52,1,-1,-1,-1
8,5,704.55,4.00,57.39,156.65,1,-1,-1,-1
8,6,686.41,204.41,80.67,117.40,1,-1,-1,-1
8,7,414.08,86.79,54.45,166.37,1,-1,-1,-1
8,8,217.79,119.67,50.01,169.06,1,-1,-1,-1
8,9,289.19,127.92,51.28,165.60,1,-1,-1,-1
8,10,1043.67,130.70,65.96,182.28,1,-1,-1,-1
8,11,1069.37,210.06,64.78,182.27,1,-1,-1,-1
8,12,792.36,147.91,60.97,174.51,1,-1,-1,-1
8,13,537.72,144.31,61.58,185.42,1,-1,-1,-1
8,14,1360.72,561.12,103.07,252.76,1,-1,-1,-1
8,15,1624.76,260.75,63.51,180.12,1,-1,-1,-1
8,16,1438.98,250.41,57.45,162.13,1,-1,-1,-1
8,17,359.65,102.51,49.46,170.09,1,-1,-1,-1
8,18,1486.77,71.18,53.96,144.01,1,-1,-1,-1
8,19,1800.71,208.87,70.48,185.74,1,-1,-1,-1
8,20,217.51,384.51,65.35,209.20,1,-1,-1,-1
8,21,913.33,133.99,52.23,165.56,1,-1,-1,-1
8,22,470.24,58.09,53.97,173.90,1,-1,-1,-1
8,23,634.76,749.19,104.90,270.05,1,-1,-1,-1
8,24,878.10,129.81,60.32,174.06,1,-1,-1,-1
8,25,1036.56,0.00,48.20,75.87,1,-1,-1,-1
8,26,1205.29,32.41,64.26,115.87,1,-1,-1,-1
8,27,534.64,61.57,53.57,173.14,1,-1,-1,-1
8,28,502.65,130.76,56.87,176.09,1,-1,-1,-1
8,29,244.91,353.80,70.89,226.33,1,-1,-1,-1
8,30,1114.07,973.79,88.40,105.88,1,-1,-1,-1
8,31,1408.06,187.81,51.75,175.14,1,-1,-1,-1
8,32,334.85,80.76,39.63,180.14,1,-1,-1,-1
8,33,1003.16,0.14,38.35,76.62,1,-1,-1,-1
8,34,1215.84,0.00,64.14,131.26,1,-1,-1,-1
8,35,487.75,36.57,55.09,166.65,1,-1,-1,-1
8,36,0.31,881.22,46.25,197.78,1,-1,-1,-1
8,37,254.56,79.83,52.20,197.52,1,-1,-1,-1
8,38,1547.98,243.40,67.39,204.96,1,-1,-1,-1
9,1,99.63,546.35,82.64,249.63,1,-1,-1,-1
9,2,376.56,400.74,84.50,241.58,1,-1,-1,-1
9,3,676.98,290.98,58.70,124.59,1,-1,-1,-1
9,4,1725.63,455.91,74.59,214.31,1,-1,-1,-1
9,5,704.89,3.71,56.87,155.24,1,-1,-1,-1
9,6,686.95,204.54,80.30,116.91,1,-1,-1,-1
9,7,413.94,86.08,54.42,166.35,1,-1,-1,-1
